export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/math/math_45 /tmp/math_45_Ranking;cd /tmp/math_45_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Math/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/math_45_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 5 --source src/main/java/ --classpath target/classes/:target/test-classes/:lib/commons-discovery-0.5.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/math_45_Ranking;

/************************/
Executed tests:   3074
Successful tests: 3073
Failed tests:     1

org.apache.commons.math.linear.OpenMapRealMatrixTest#testMath679
java.lang.AssertionError: Expected exception: org.apache.commons.math.exception.NumberIsTooLargeException
	at org.junit.internal.runners.statements.ExpectException.evaluate(ExpectException.java:32)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.math.util.OpenIntToDoubleHashMap:156 -> 0.1259881576697424 (ep: 62, ef: 1, np: 3011, nf: 0)
org.apache.commons.math.linear.ConjugateGradient:182 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:183 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:184 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:186 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:187 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:189 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:192 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:195 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:211 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:212 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:216 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:218 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:219 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:220 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:221 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:223 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:224 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:232 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:233 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:235 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:237 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:238 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:239 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:247 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:248 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:249 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:250 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:251 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:252 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:253 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:257 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.PreconditionedIterativeLinearSolver:141 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:190 -> 0.0 (ep: 7, ef: 0, np: 3066, nf: 1)
org.apache.commons.math.linear.PreconditionedIterativeLinearSolver:91 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.PreconditionedIterativeLinearSolver:92 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.PreconditionedIterativeLinearSolver:93 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.PreconditionedIterativeLinearSolver:94 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.exception.util.ExceptionContext:100 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.exception.util.ExceptionContext:101 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.exception.MathIllegalArgumentException:51 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:226 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:227 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:228 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:229 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:230 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.util.IterationManager:103 -> 0.0 (ep: 6, ef: 0, np: 3067, nf: 1)
org.apache.commons.math.util.IterationManager:106 -> 0.0 (ep: 6, ef: 0, np: 3067, nf: 1)
org.apache.commons.math.linear.JacobiPreconditioner:63 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.JacobiPreconditioner:64 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.JacobiPreconditioner:65 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.JacobiPreconditioner:67 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:254 -> 0.0 (ep: 6, ef: 0, np: 3067, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:255 -> 0.0 (ep: 6, ef: 0, np: 3067, nf: 1)
org.apache.commons.math.util.MathUtils:211 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.util.MathUtils:214 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.util.MathUtils:1224 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.util.MathUtils:1226 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.util.MathUtils:1228 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.util.MathUtils:1248 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.util.MathUtils:1253 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.util.MathUtils:1254 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.util.MathUtils:1263 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.linear.InverseHilbertMatrix:56 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.InverseHilbertMatrix:57 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.InverseHilbertMatrix:58 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.InverseHilbertMatrix:59 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.InverseHilbertMatrix:60 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.InverseHilbertMatrix:61 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.InverseHilbertMatrix:62 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.InverseHilbertMatrix:63 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.InverseHilbertMatrix:64 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.linear.PreconditionedIterativeLinearSolver:200 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.IterativeLinearSolver:83 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:241 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:242 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:243 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:244 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.ConjugateGradient:245 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.linear.IterativeLinearSolver:91 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.util.IterationManager:104 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.util.IterationManager:105 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.analysis.function.Logit$1:72 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.analysis.function.Logit:69 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.analysis.function.Logit:36 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.analysis.function.Logit:36 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.analysis.function.Logit:64 -> 0.0 (ep: 6, ef: 0, np: 3067, nf: 1)
org.apache.commons.math.analysis.function.Logit:152 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.analysis.function.Logit:155 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.analysis.function.Logit:36 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.analysis.function.Logit$Parametric:97 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.analysis.function.Logit$Parametric:98 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.analysis.function.Logit$Parametric:134 -> 0.0 (ep: 7, ef: 0, np: 3066, nf: 1)
org.apache.commons.math.analysis.function.Logit$Parametric:137 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.analysis.function.Logit$Parametric:140 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.analysis.function.Logit$Parametric:135 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.analysis.function.Logit$Parametric:138 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.analysis.function.Logit$Parametric:115 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.analysis.function.Logit:153 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.analysis.FunctionUtils:43 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.analysis.FunctionUtils$1:46 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.analysis.FunctionUtils$1:47 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.analysis.FunctionUtils$1:48 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.analysis.FunctionUtils$1:50 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.exception.NumberIsTooSmallException:78 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.exception.NumberIsTooSmallException:85 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.analysis.solvers.BaseSecantSolver:189 -> 0.0 (ep: 7, ef: 0, np: 3066, nf: 1)
org.apache.commons.math.analysis.solvers.BaseSecantSolver:190 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.stat.descriptive.moment.VectorialMean:78 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.stat.descriptive.moment.Mean:136 -> 0.0 (ep: 7, ef: 0, np: 3066, nf: 1)
org.apache.commons.math.exception.DimensionMismatchException:63 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.stat.descriptive.moment.VectorialMean:54 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.stat.descriptive.moment.VectorialMean:93 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.stat.descriptive.moment.VectorialMean:96 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.stat.descriptive.moment.VectorialMean:99 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.stat.descriptive.moment.VectorialMean:100 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.stat.descriptive.moment.VectorialMean:103 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:91 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:119 -> 0.0 (ep: 12, ef: 0, np: 3061, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:120 -> 0.0 (ep: 12, ef: 0, np: 3061, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:121 -> 0.0 (ep: 12, ef: 0, np: 3061, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:122 -> 0.0 (ep: 12, ef: 0, np: 3061, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:123 -> 0.0 (ep: 12, ef: 0, np: 3061, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:126 -> 0.0 (ep: 12, ef: 0, np: 3061, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:134 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:135 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:136 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:149 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:150 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:151 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:152 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:153 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:154 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:39 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:39 -> 0.0 (ep: 3, ef: 0, np: 3070, nf: 1)
org.apache.commons.math.complex.ComplexUtils:65 -> 0.0 (ep: 5, ef: 0, np: 3068, nf: 1)
org.apache.commons.math.complex.ComplexUtils:69 -> 0.0 (ep: 4, ef: 0, np: 3069, nf: 1)
org.apache.commons.math.TestUtils:77 -> 0.0 (ep: 22, ef: 0, np: 3051, nf: 1)
org.apache.commons.math.TestUtils:78 -> 0.0 (ep: 22, ef: 0, np: 3051, nf: 1)
org.apache.commons.math.TestUtils:85 -> 0.0 (ep: 20, ef: 0, np: 3053, nf: 1)
org.apache.commons.math.TestUtils:86 -> 0.0 (ep: 20, ef: 0, np: 3053, nf: 1)
org.apache.commons.math.TestUtils:87 -> 0.0 (ep: 20, ef: 0, np: 3053, nf: 1)
org.apache.commons.math.complex.ComplexUtils:66 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.util.FastMath:2268 -> 0.0 (ep: 28, ef: 0, np: 3045, nf: 1)
org.apache.commons.math.util.FastMath:2269 -> 0.0 (ep: 28, ef: 0, np: 3045, nf: 1)
org.apache.commons.math.TestUtils:94 -> 0.0 (ep: 25, ef: 0, np: 3048, nf: 1)
org.apache.commons.math.TestUtils:95 -> 0.0 (ep: 25, ef: 0, np: 3048, nf: 1)
org.apache.commons.math.TestUtils:96 -> 0.0 (ep: 25, ef: 0, np: 3048, nf: 1)
org.apache.commons.math.complex.Complex:500 -> 0.0 (ep: 8, ef: 0, np: 3065, nf: 1)
org.apache.commons.math.complex.Complex:504 -> 0.0 (ep: 7, ef: 0, np: 3066, nf: 1)
org.apache.commons.math.complex.Complex:740 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.complex.Complex:744 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.complex.Complex:745 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:119 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:135 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:185 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:188 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:189 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:190 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:191 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:194 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:195 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:196 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:197 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:198 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:201 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:202 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:203 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:209 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:210 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:211 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:218 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:221 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:222 -> 0.0 (ep: 1, ef: 0, np: 3072, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:227 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:228 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:229 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:234 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:236 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:237 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:246 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:249 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:250 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:251 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:252 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:253 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:254 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:255 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:256 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:257 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:258 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:264 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:265 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:266 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:267 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:269 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:277 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:279 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:288 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:290 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:291 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:293 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:296 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:301 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:302 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:306 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:307 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:309 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:315 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:317 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP:320 -> 0.0 (ep: 2, ef: 0, np: 3071, nf: 1)
